DATAFLOW,LAST UPDATE,freq,unit,hhtyp,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Sweden,2013,99.24,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Sweden,2014,99.04,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Sweden,2015,97.35,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Sweden,2016,97.77,b,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Sweden,2017,97.73,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Sweden,2018,98.76,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Sweden,2019,100.00,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Sweden,2020,99.04,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Sweden,2021,96.99,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Sweden,2022,98.43,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Sweden,2023,99.22,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Sweden,2024,98.16,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Sweden,2025,99.93,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovenia,2004,68.94,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovenia,2005,66.86,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovenia,2006,77.06,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovenia,2007,77.75,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovenia,2008,84.63,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovenia,2009,85.03,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovenia,2010,91.55,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovenia,2011,95.11,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovenia,2012,93.35,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovenia,2013,95.13,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovenia,2014,97.02,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovenia,2015,97.31,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovenia,2016,97.66,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovenia,2017,98.65,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovenia,2018,98.48,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovenia,2019,98.35,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovenia,2020,98.33,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovenia,2021,97.87,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovenia,2022,99.57,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovenia,2023,100.00,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovenia,2024,100.00,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovenia,2025,100.00,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovakia,2004,29.02,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovakia,2005,32.50,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovakia,2006,33.24,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovakia,2007,60.14,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovakia,2008,74.24,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovakia,2009,82.64,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovakia,2010,84.90,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovakia,2011,89.48,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovakia,2012,92.49,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovakia,2013,94.25,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovakia,2014,96.68,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovakia,2015,96.47,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovakia,2016,95.69,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovakia,2017,97.02,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovakia,2018,97.29,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovakia,2019,97.60,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovakia,2020,90.73,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovakia,2021,97.13,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovakia,2022,98.89,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovakia,2023,98.50,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovakia,2024,99.41,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Slovakia,2025,98.93,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Türkiye,2004,7.51,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Türkiye,2007,19.52,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Türkiye,2008,24.91,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Türkiye,2009,31.63,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Türkiye,2010,43.11,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Türkiye,2012,50.75,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Türkiye,2013,53.95,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Türkiye,2020,97.89,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Türkiye,2021,99.30,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Türkiye,2022,99.30,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Türkiye,2023,99.54,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Türkiye,2024,99.69,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Türkiye,2025,99.78,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,United Kingdom,2002,67.93,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,United Kingdom,2003,74.49,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,United Kingdom,2004,76.57,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,United Kingdom,2005,82.81,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,United Kingdom,2006,84.92,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,United Kingdom,2007,81.36,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,United Kingdom,2008,84.49,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,United Kingdom,2009,93.25,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,United Kingdom,2010,93.56,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,United Kingdom,2011,95.88,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,United Kingdom,2012,97.71,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,United Kingdom,2013,88.96,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,United Kingdom,2014,98.38,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,United Kingdom,2015,98.02,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,United Kingdom,2016,99.53,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,United Kingdom,2017,99.25,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,United Kingdom,2018,99.81,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,United Kingdom,2019,99.63,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,United Kingdom,2020,99.86,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Kosovo*,2017,84.71,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Kosovo*,2018,87.28,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Kosovo*,2019,89.48,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Kosovo*,2020,95.70,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,Two adults with dependent children,Kosovo*,2024,99.74,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Albania,2018,88.93,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Albania,2019,91.11,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Albania,2020,92.09,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Albania,2021,94.93,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Albania,2022,100.00,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Albania,2023,99.96,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Albania,2024,99.95,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Austria,2002,44.15,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Austria,2003,50.72,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Austria,2004,61.89,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Austria,2005,63.35,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Austria,2006,67.71,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Austria,2007,,u,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Austria,2008,83.93,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Austria,2009,91.59,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Austria,2010,93.91,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Austria,2011,95.88,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Austria,2012,96.66,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Austria,2013,97.89,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Austria,2014,97.80,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Austria,2015,98.65,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Austria,2016,98.34,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Austria,2017,99.15,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Austria,2018,98.98,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Austria,2019,98.25,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Austria,2020,98.29,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Austria,2021,99.93,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Austria,2022,98.97,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Austria,2023,99.61,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Austria,2024,99.35,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Austria,2025,99.97,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Bosnia and Herzegovina,2018,82.04,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Bosnia and Herzegovina,2019,83.02,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Bosnia and Herzegovina,2020,91.37,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Bosnia and Herzegovina,2021,96.12,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Bosnia and Herzegovina,2023,96.54,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Bosnia and Herzegovina,2024,99.43,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Bosnia and Herzegovina,2025,98.62,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Belgium,2005,68.65,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Belgium,2006,72.09,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Belgium,2007,77.62,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Belgium,2008,80.47,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Belgium,2009,84.01,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Belgium,2010,88.90,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Belgium,2011,91.27,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Belgium,2012,92.76,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Belgium,2013,93.17,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Belgium,2014,94.44,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Belgium,2015,94.93,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Belgium,2016,95.05,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Belgium,2017,96.44,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Belgium,2018,97.25,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Belgium,2019,98.39,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Belgium,2020,97.89,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Belgium,2021,98.33,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Belgium,2022,98.79,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Belgium,2023,98.93,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Belgium,2024,99.24,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Belgium,2025,98.81,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Bulgaria,2004,13.78,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Bulgaria,2007,35.67,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Bulgaria,2008,49.93,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Bulgaria,2009,59.28,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Bulgaria,2010,61.70,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Bulgaria,2011,66.47,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Bulgaria,2012,75.10,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Bulgaria,2013,74.85,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Bulgaria,2014,81.74,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Bulgaria,2015,85.91,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Bulgaria,2016,86.14,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Bulgaria,2017,87.23,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Bulgaria,2018,89.46,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Bulgaria,2019,90.53,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Bulgaria,2020,96.09,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Bulgaria,2021,96.03,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Bulgaria,2022,95.99,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Bulgaria,2023,97.75,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Bulgaria,2024,98.37,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Bulgaria,2025,99.61,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Switzerland,2014,98.79,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Switzerland,2017,98.84,b,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Switzerland,2019,97.07,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Switzerland,2021,99.80,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Switzerland,2023,99.91,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Switzerland,2025,100.00,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Cyprus,2004,57.06,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Cyprus,2005,44.49,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Cyprus,2006,52.31,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Cyprus,2007,53.56,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Cyprus,2008,60.39,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Cyprus,2009,73.78,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Cyprus,2010,79.01,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Cyprus,2011,80.04,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Cyprus,2012,80.78,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Cyprus,2013,84.49,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Cyprus,2014,88.03,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Cyprus,2015,89.84,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Cyprus,2016,95.02,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Cyprus,2017,95.55,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Cyprus,2018,97.68,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Cyprus,2019,99.84,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Cyprus,2020,99.48,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Cyprus,2021,99.25,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Cyprus,2022,100.00,,
ESTAT:ISOC_CI_IN_H(1.0),16/12/25 11:00:00,Annual,Percentage of households,All types with dependent children,Cyprus,2023,99.64,,
